id,matzavbriut,k_gova,k_mishkal,k_safaikarit,labour_force_participation,gilGroup,MeanIncomeGroup,hashavani,chipesshana,teudagvoha,k_shnlimklali,k_sug_mosad,m_eretz,mazav,mamadavoda,mekabelsachar,min,semelmishlach,safanosefetanglit,k_semelmiktzlim,incomeGroupUp,future_hour_income
5990004,VeryGood,179_175,74_70,Hebrew,FALSE,22-25,7777,Never,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Nevermarried,nan,nan,Male,nan,yes,nan,FALSE,0
2930001,Good,169_165,74_70,Hebrew,FALSE,76-80,7,YesUsually,no,Nodiplomaordegree,nan,nan,Asia,Widowed,nan,nan,Male,nan,no,nan,FALSE,0
10930001,VeryGood,190andmore,89_85,Hebrew,TRUE,41-45,7,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,nan,Israel,Married,SelfEmployed,nan,Male,Managers,yes,business,FALSE,0
42280001,NotsoGood,nan,109_105,Russian,TRUE,51-55,5640,Never,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Euorope_America,Divorced,Employed,FromWorkingPlace,Male,Managers,yes,nan,FALSE,33.125
36560004,VeryGood,nan,64_60,Hebrew,FALSE,,7,nan,no,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Nevermarried,nan,nan,Male,nan,yes,nan,TRUE,0
49270002,VeryGood,164_160,59_55,Hebrew,FALSE,31-35,7,YesUsually,no,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,nan,nan,Female,nan,yes,nan,FALSE,0
18020001,VeryGood,190andmore,nan,Hebrew,FALSE,26-30,7,Rarely,yes,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Nevermarried,nan,nan,Male,nan,yes,nan,TRUE,0
44400002,VeryGood,159_155,59_55,Hebrew,TRUE,31-35,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,AcademidColleges,Euorope_America,Nevermarried,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,business,FALSE,98.79545455
830001,VeryGood,169_165,64_60,Hebrew,FALSE,61-65,7,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Widowed,SelfEmployed,nan,Female,AcademicPreffesionals,yes,Teachertrainingandeducationscience,FALSE,0
19280006,VeryGood,nan,nan,Hebrew,TRUE,18-21,7,nan,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Male,Skilledagricultural_forestryandfisheryworkers,yes,nan,TRUE,0
44770001,Good,164_160,74_70,Hebrew,FALSE,71-75,7,Never,no,Nodiplomaordegree,9_10,nan,Africa,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
34230005,NotsoGood,159_155,nan,Russian,FALSE,61-65,7,Never,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Euorope_America,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
14010002,VeryGood,174_170,94_90,Hebrew,TRUE,41-45,11576,Rarely,nan,Primaryschoolorintermediateschooldiploma,16andmore,nan,Israel,Married,SelfEmployed,nan,Male,Building_metals_electricity_printingandsuchproffesionals,no,nan,FALSE,0
45730002,NotsoGood,nan,94_90,Arabic,FALSE,76-80,7,Never,no,Nodiplomaordegree,5_8,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
19230001,VeryGood,179_175,89_85,Hebrew,TRUE,31-35,25628,Rarely,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,nan,FALSE,112.5
16620001,Good,174_170,nan,Arabic,TRUE,41-45,7,YesUsually,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
42830001,VeryGood,nan,nan,Hebrew,TRUE,36-40,11576,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Nevermarried,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,other,FALSE,94.28571429
27720002,Good,174_170,64_60,Hebrew,FALSE,51-55,7,Never,no,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
29300001,Good,174_170,99_95,Hebrew,TRUE,51-55,11576,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Africa,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,Teachertrainingandeducationscience,FALSE,0
41670002,NotGoodatAll,nan,104_100,Hebrew,FALSE,66-70,7,Rarely,no,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Divorced,nan,nan,Male,nan,yes,business,FALSE,0
31520002,Good,169_165,69_65,Hebrew,TRUE,56-60,25628,Never,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Male,Techniciansandassociateprofessionals,yes,nan,FALSE,0
24530002,VeryGood,nan,74_70,Hebrew,TRUE,31-35,5640,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Married,Employed,FromWorkingPlace,Male,Techniciansandassociateprofessionals,yes,other,FALSE,44.50885417
15900001,VeryGood,179_175,69_65,Hebrew,TRUE,36-40,25628,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,Engineeringandarchitecture,FALSE,175
28210001,NotsoGood,nan,104_100,Arabic,FALSE,56-60,7,Sometimes,no,Nodiplomaordegree,5_8,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
41020002,Good,169_165,74_70,Hebrew,FALSE,76-80,7,Never,no,Nodiplomaordegree,11_12,nan,Euorope_America,Widowed,nan,nan,Male,nan,no,nan,FALSE,0
10570001,NotsoGood,169_165,74_70,Arabic,TRUE,46-50,1922,YesUsually,nan,Nodiplomaordegree,5_8,nan,Israel,Married,Employed,FromWorkingPlace,Male,nan,no,nan,TRUE,31.25
42970003,VeryGood,169_165,99_95,Hebrew,FALSE,26-30,7,Never,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Nevermarried,nan,nan,Female,nan,yes,nan,TRUE,0
21490004,VeryGood,164_160,64_60,Hebrew,FALSE,22-25,4039,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,Univercities,Israel,Nevermarried,nan,nan,Female,nan,yes,other,TRUE,53.125
15440002,VeryGood,174_170,nan,Hebrew,FALSE,46-50,7,Never,nan,nan,nan,nan,Israel,Married,SelfEmployed,nan,Male,Managers,yes,nan,TRUE,81.06527778
38140002,VeryGood,179_175,74_70,Hebrew,TRUE,31-35,5640,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,16andmore,Univercities,nan,Married,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,yes,Teachertrainingandeducationscience,FALSE,47.578125
10330001,Good,164_160,49_45,Hebrew,TRUE,41-45,1922,Never,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,no,nan,FALSE,20.83333333
11050002,VeryGood,174_170,69_65,Hebrew,TRUE,41-45,7777,Never,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,nan,TRUE,133.0641667
10540001,NotsoGood,169_165,104_100,Arabic,FALSE,41-45,7,Rarely,nan,Nodiplomaordegree,9_10,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
34830003,VeryGood,174_170,nan,English,TRUE,26-30,11576,Never,nan,Nodiplomaordegree,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,nan,no,nan,FALSE,0
220001,VeryGood,179_175,89_85,Hebrew,TRUE,41-45,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,business,FALSE,0
1980002,Good,nan,nan,Hebrew,FALSE,66-70,7,Sometimes,no,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,nan,nan,Male,nan,yes,Socialsciences,FALSE,0
27210001,VeryGood,174_170,89_85,Hebrew,TRUE,51-55,11576,Never,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,SelfEmployed,nan,Female,Techniciansandassociateprofessionals,yes,nan,FALSE,68.75
33990002,VeryGood,179_175,nan,Russian,TRUE,41-45,11576,Sometimes,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,no,nan,FALSE,0
47620001,Good,154_150,69_65,Russian,FALSE,66-70,7,Never,no,Firstacademicdegree_BAorsimilardegree_,16andmore,nan,Euorope_America,Divorced,nan,nan,Female,nan,yes,Litrature_languagesandregionalstudies,FALSE,0
16110001,VeryGood,nan,119_115,Hebrew,TRUE,36-40,11576,YesUsually,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,Employed,OtherSource,Male,Serviceandsalesworkers,yes,nan,FALSE,75
34320002,VeryGood,164_160,54_50,Hebrew,TRUE,36-40,7777,Sometimes,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,no,nan,FALSE,39.28125
24600002,VeryGood,nan,64_60,English,FALSE,22-25,7,Never,no,Secondaryschooldiploma?€“matriculationcertificate,16andmore,nan,Euorope_America,Married,nan,nan,Female,nan,no,nan,TRUE,68.75
22510001,VeryGood,164_160,69_65,Hebrew,TRUE,36-40,7,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Married,SelfEmployed,nan,Female,Serviceandsalesworkers,yes,other,FALSE,0
11250001,VeryGood,169_165,64_60,Hebrew,TRUE,41-45,4039,Rarely,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,TRUE,0
26110003,VeryGood,nan,104_100,Hebrew,TRUE,56-60,1922,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,TeachingStudiCollege,Israel,Married,SelfEmployed,nan,Male,AcademicPreffesionals,yes,Generalprogrammes,FALSE,2.777777778
28170003,VeryGood,169_165,nan,Arabic,FALSE,18-21,7,nan,no,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Nevermarried,nan,nan,Female,nan,yes,nan,FALSE,0
36460003,VeryGood,nan,89_85,Hebrew,TRUE,56-60,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,13_15,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,no,business,FALSE,125
37370001,Good,159_155,54_50,Arabic,TRUE,31-35,4039,YesUsually,nan,Nodiplomaordegree,5_8,nan,Israel,Married,Employed,FromWorkingPlace,Male,nan,no,nan,TRUE,33.33333333
22750001,Good,nan,94_90,Hebrew,TRUE,56-60,25628,Sometimes,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Africa,Married,Employed,FromWorkingPlace,Male,nan,no,nan,FALSE,0
14970006,VeryGood,190andmore,89_85,Arabic,FALSE,,5640,nan,no,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Nevermarried,SelfEmployed,nan,Male,Building_metals_electricity_printingandsuchproffesionals,yes,nan,FALSE,23.75
38450001,Good,164_160,54_50,Russian,TRUE,36-40,4039,Sometimes,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Euorope_America,Married,nan,nan,Male,nan,no,nan,TRUE,30.66176471
15230001,Good,159_155,69_65,Hebrew,TRUE,31-35,4039,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,yes,nan,FALSE,35
17060002,Good,179_175,69_65,Hebrew,TRUE,56-60,11576,Rarely,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Male,Managers,no,nan,TRUE,104.0555556
21000002,Good,179_175,74_70,Hebrew,TRUE,31-35,11576,Never,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,yes,nan,FALSE,50
32190002,NotsoGood,154_150,120andmore,Arabic,FALSE,66-70,7,Never,no,Nodiplomaordegree,5_8,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
39290002,NotsoGood,190andmore,94_90,Russian,TRUE,36-40,5640,Never,nan,Post_secondaryschooldiploma_non_academictrack_,11_12,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,nan,yes,nan,FALSE,0
19130002,VeryGood,169_165,49_45,Hebrew,TRUE,26-30,7,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,nan,nan,Female,nan,yes,business,TRUE,37.8125
45270001,VeryGood,169_165,59_55,Hebrew,TRUE,26-30,11576,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,13_15,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,other,TRUE,104.1666667
15280001,VeryGood,164_160,nan,Hebrew,FALSE,41-45,1922,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,no,Generalprogrammes,TRUE,46.44736842
590002,Good,159_155,64_60,Hebrew,FALSE,66-70,7,Sometimes,nan,nan,13_15,nan,Euorope_America,Widowed,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,no,nan,TRUE,0
46410001,NotGoodatAll,159_155,69_65,Other,FALSE,76-80,7,YesUsually,no,nan,nan,nan,Africa,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
15130001,VeryGood,169_165,64_60,Arabic,FALSE,41-45,7,Never,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
11300001,VeryGood,164_160,69_65,Hebrew,FALSE,36-40,1922,Rarely,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,FALSE,50
46430001,VeryGood,164_160,54_50,Hebrew,FALSE,66-70,7,Never,no,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Africa,Divorced,nan,nan,Female,nan,yes,nan,FALSE,0
24750001,VeryGood,169_165,59_55,Hebrew,TRUE,26-30,7777,Rarely,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Female,Managers,yes,nan,FALSE,38.125
27650001,Good,164_160,89_85,Hebrew,TRUE,22-25,5640,Sometimes,nan,Nodiplomaordegree,9_10,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,yes,nan,FALSE,1.836447951
870001,Good,174_170,94_90,Hebrew,FALSE,76-80,7,Rarely,no,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,nan,nan,Male,nan,yes,Generalprogrammes,FALSE,0
38380001,NotGoodatAll,179_175,94_90,Russian,TRUE,66-70,7,Rarely,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,no,Engineeringandarchitecture,FALSE,25
43240002,VeryGood,nan,nan,Other,FALSE,41-45,7,Rarely,no,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,nan,nan,Male,nan,yes,nan,FALSE,0
30510001,VeryGood,179_175,nan,Hebrew,TRUE,26-30,7777,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Nevermarried,Employed,FromOutsourcingCompany,Male,Managers,yes,business,TRUE,78.125
10340001,VeryGood,174_170,nan,Hebrew,FALSE,66-70,7,Never,no,Nodiplomaordegree,11_12,nan,Africa,Married,nan,nan,Male,nan,yes,nan,FALSE,0
36640007,VeryGood,179_175,nan,Hebrew,FALSE,26-30,7,Sometimes,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Male,nan,yes,nan,TRUE,0
39090001,Good,154_150,49_45,Russian,TRUE,31-35,4039,Never,nan,Firstacademicdegree_BAorsimilardegree_,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,yes,Engineeringandarchitecture,FALSE,28.57142857
32640001,VeryGood,159_155,54_50,Arabic,FALSE,18-21,7,Rarely,no,nan,nan,nan,Israel,Nevermarried,nan,nan,Female,nan,yes,nan,FALSE,0
6440002,Good,169_165,94_90,Hebrew,TRUE,61-65,25628,Never,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,yes,nan,FALSE,0
22040002,VeryGood,nan,nan,Hebrew,TRUE,26-30,11576,Never,nan,Firstacademicdegree_BAorsimilardegree_,13_15,AcademidColleges,Israel,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,law,TRUE,79.16666667
19520002,Good,179_175,64_60,Arabic,TRUE,36-40,5640,Never,nan,Nodiplomaordegree,9_10,nan,Israel,Married,Employed,FromWorkingPlace,Male,nan,no,nan,FALSE,37.73214286
3420001,VeryGood,nan,nan,Hebrew,FALSE,61-65,7,Sometimes,nan,Nodiplomaordegree,13_15,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
16320001,VeryGood,179_175,nan,Hebrew,FALSE,36-40,7777,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,no,nan,FALSE,62.5
43830002,VeryGood,164_160,nan,Hebrew,FALSE,31-35,11576,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,Engineeringandarchitecture,FALSE,75
47530001,NotsoGood,164_160,114_110,Russian,FALSE,31-35,1922,Rarely,nan,nan,nan,nan,Euorope_America,Married,nan,nan,Female,nan,yes,nan,FALSE,0
7860001,Good,174_170,94_90,Arabic,FALSE,66-70,7,Never,no,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,nan,nan,Male,nan,yes,Socialsciences,TRUE,0
18350003,VeryGood,169_165,nan,Hebrew,FALSE,31-35,11576,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Nevermarried,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,yes,business,TRUE,153.65625
47290002,NotsoGood,nan,104_100,Russian,TRUE,56-60,7,YesUsually,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,nan,no,nan,TRUE,36.11111111
3250002,VeryGood,169_165,nan,Hebrew,TRUE,61-65,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Israel,Widowed,Employed,FromWorkingPlace,Female,Managers,yes,nan,FALSE,91.66666667
560001,Good,164_160,64_60,Hebrew,FALSE,76-80,7,Rarely,no,Nodiplomaordegree,5_8,nan,Africa,Married,nan,nan,Female,nan,no,nan,FALSE,0
48330001,NotsoGood,159_155,64_60,Russian,FALSE,76-80,7,Sometimes,no,Firstacademicdegree_BAorsimilardegree_,13_15,nan,Euorope_America,Widowed,nan,nan,Female,nan,no,PhysicalSciences,FALSE,0
9520001,VeryGood,169_165,64_60,Hebrew,TRUE,46-50,7777,Rarely,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,nan,FALSE,37.22222222
2470002,Good,174_170,94_90,Hebrew,FALSE,76-80,7,Never,no,Nodiplomaordegree,9_10,nan,Israel,Married,nan,nan,Male,nan,yes,nan,FALSE,0
22960001,VeryGood,164_160,69_65,Hebrew,TRUE,26-30,7777,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Nevermarried,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,Engineeringandarchitecture,FALSE,0
47660001,NotsoGood,159_155,59_55,Russian,FALSE,61-65,7,YesUsually,no,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Divorced,nan,nan,Female,nan,no,Socialsciences,FALSE,0
19600003,Good,169_165,74_70,Hebrew,FALSE,61-65,11576,Never,nan,Nodiplomaordegree,13_15,nan,Asia,Married,SelfEmployed,nan,Male,Techniciansandassociateprofessionals,no,nan,FALSE,25.69322917
13700001,VeryGood,174_170,94_90,Hebrew,TRUE,46-50,7777,Rarely,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,yes,nan,FALSE,43.60465116
18540001,VeryGood,159_155,nan,Arabic,FALSE,26-30,4039,Sometimes,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Female,nan,no,nan,FALSE,0
1040001,NotsoGood,154_150,94_90,Other,FALSE,46-50,7,Rarely,no,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Married,nan,nan,Female,nan,no,nan,FALSE,0
31570001,VeryGood,164_160,74_70,Hebrew,TRUE,26-30,4039,Rarely,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Divorced,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,nan,FALSE,48.40333333
49480001,NotGoodatAll,164_160,nan,Russian,FALSE,76-80,7,YesUsually,no,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Euorope_America,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
34410001,Good,169_165,54_50,Hebrew,FALSE,26-30,1922,Never,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,TRUE,118.8888889
14880002,NotsoGood,174_170,89_85,Hebrew,FALSE,76-80,7,Never,no,Nodiplomaordegree,0_5_4,nan,Asia,Married,nan,nan,Male,nan,no,nan,FALSE,0
49510002,VeryGood,174_170,59_55,Hebrew,TRUE,18-21,1922,nan,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Euorope_America,Nevermarried,Employed,FromOutsourcingCompany,Male,nan,no,nan,FALSE,0
8470002,VeryGood,164_160,64_60,Arabic,TRUE,31-35,4039,Rarely,nan,Nodiplomaordegree,9_10,nan,Israel,Married,Employed,FromWorkingPlace,Female,nan,yes,nan,FALSE,30
48520003,NotsoGood,174_170,69_65,Russian,TRUE,61-65,5640,YesUsually,nan,Firstacademicdegree_BAorsimilardegree_,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,no,Engineeringandarchitecture,TRUE,32.82083333
45980002,VeryGood,164_160,74_70,Hebrew,FALSE,66-70,5640,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,nan,nan,Female,nan,yes,Socialsciences,FALSE,0
28090005,Good,169_165,nan,Hebrew,TRUE,22-25,5640,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Nevermarried,nan,nan,Female,nan,yes,nan,FALSE,28.125
35060002,VeryGood,179_175,89_85,Arabic,TRUE,26-30,5640,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Married,Employed,OtherSource,Male,AcademicPreffesionals,no,other,FALSE,59.16666667
17060001,VeryGood,nan,74_70,Hebrew,TRUE,26-30,11576,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,yes,nan,FALSE,46.6425
34040002,NotGoodatAll,154_150,nan,Russian,TRUE,41-45,1922,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Clericalsupportworkers,no,nan,FALSE,24.5
13170002,VeryGood,174_170,69_65,Arabic,TRUE,36-40,1922,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,no,nan,TRUE,0
9910002,Good,174_170,74_70,Hebrew,TRUE,41-45,7,Never,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,nan,nan,Male,nan,yes,nan,TRUE,27.5
44340001,VeryGood,nan,nan,Hebrew,TRUE,31-35,7777,Sometimes,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Nevermarried,Employed,FromWorkingPlace,Male,Techniciansandassociateprofessionals,yes,Arts,TRUE,59.47083333
11210001,VeryGood,174_170,nan,Hebrew,TRUE,41-45,11576,Never,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,nan,FALSE,66.66666667
22800002,NotsoGood,174_170,59_55,Arabic,FALSE,31-35,7,YesUsually,no,Nodiplomaordegree,5_8,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
19370002,VeryGood,nan,nan,Hebrew,TRUE,22-25,7777,Never,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Male,Clericalsupportworkers,yes,nan,FALSE,40.58055556
790001,Good,169_165,74_70,Hebrew,TRUE,61-65,25628,Sometimes,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,SelfEmployed,nan,Male,AcademicPreffesionals,yes,business,FALSE,138.8888889
34510001,Good,174_170,nan,Russian,TRUE,31-35,7777,Sometimes,nan,Post_secondaryschooldiploma_non_academictrack_,11_12,nan,Euorope_America,Nevermarried,SelfEmployed,nan,Male,AcademicPreffesionals,no,nan,FALSE,35.64230769
680001,VeryGood,179_175,89_85,Hebrew,TRUE,41-45,11576,Never,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Divorced,Employed,FromWorkingPlace,Male,Managers,yes,nan,FALSE,64.69291667
43970002,VeryGood,164_160,54_50,Hebrew,TRUE,26-30,11576,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Nevermarried,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,yes,business,TRUE,166.6666667
6090002,VeryGood,164_160,74_70,Hebrew,TRUE,51-55,7777,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,no,nan,FALSE,60.60606061
23670002,VeryGood,164_160,49_45,Hebrew,FALSE,26-30,4039,YesUsually,no,Primaryschoolorintermediateschooldiploma,16andmore,nan,Israel,Married,nan,nan,Female,nan,yes,nan,FALSE,33.19166667
15740001,VeryGood,169_165,74_70,Hebrew,TRUE,46-50,5640,YesUsually,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,FALSE,40.625
